LOC100996324 - PTPN2	European	Type 1 diabetes
CD226	European	Type 1 diabetes
FGFR2	European	Breast cancer
CASC16	European	Breast cancer
LOC101928448 - LOC105378979	European	Breast cancer
"CASC8, CASC21"	European	Breast cancer
LSP1	European	Breast cancer
FGFR2	European	Breast cancer
"LOC105373874, LOC101928278"	European	Breast cancer
CASC16	European	Breast cancer
DGKH	European	Bipolar disorder
AIM1	European	Stroke
LOC101927558	European	Stroke
IMPA2	European	Stroke
CDKN2B-AS1 - DMRTA1	European	Myocardial infarction
CDKAL1	European	Type 2 diabetes
CDKAL1	European	Type 2 diabetes
FTO	European	Body mass index
PRNCR1 - LOC105375752	European	Prostate cancer
"CCAT2, CASC8"	European	Prostate cancer
RPL14P5 - LOC100418703	European	Schizophrenia
LOC105374736 - LOC105374737	European	Crohn's disease
DOCK1 - NPS	European	Amyotrophic lateral sclerosis
KCNS3 - LOC105373451	European	Amyotrophic lateral sclerosis
RNU1-35P - LOC107986978	European	Amyotrophic lateral sclerosis
"ZFP64, LOC105372664"	European	Amyotrophic lateral sclerosis
SUSD1	European	Amyotrophic lateral sclerosis
HHEX - EXOC6	European	Type 2 diabetes
LOC102724740	European	Nicotine dependence
CTNNA3	European	Nicotine dependence
LOC105378525	Asian	Age-related macular degeneration (wet)
DLG2	European	Parkinson's disease
STAP1	European	Parkinson's disease
RPL9P21 - EIF2AP4	European	Parkinson's disease
"NOS1AP, LOC105371475"	European	QT interval
SEMA5A	"European, Asian"	Parkinson's disease
CFH	European	Age-related macular degeneration
PITX2 - MIR297	European	Atrial fibrillation/atrial flutter
HNF1A	European	C-reactive protein
LOC105375723 - TNFRSF11B	European	Bone mineral density
LRP5	European	Bone mineral density
PIGU	European	Melanoma
IRF4	European	Black vs. blond hair color
SLC45A2	European	Black vs. blond hair color
IL6R	European	Protein quantitative trait loci
TBC1D3J - LOC105371749	European	Protein quantitative trait loci
"NBAT1, CASC15"	European	Neuroblastoma
PACERR - PLA2G4A	European	Knee osteoarthritis
LPA	European	Protein quantitative trait loci
GGT1	European	Protein quantitative trait loci
LOC342784 - LOC105372155	Indian	Waist circumference and related phenotypes
RNU4-17P - LOC342784	European	Body mass index
LOC101060363 - LOC105376856	European	Bone mineral density (spine)
LOC101929163	European	Bone mineral density (spine)
CCDC170	European	Bone mineral density (spine)
COLEC10	European	Bone mineral density (spine)
LOC105370177	European	Bone mineral density (spine)
LEPR - RN7SL854P	European	C-reactive protein
HNF1A	European	C-reactive protein
GCKR	European	C-reactive protein
C12orf42	European	C-reactive protein
IL6R	European	C-reactive protein
PARD3B	European	Knee osteoarthritis
EXOC2	European	Black vs. blond hair color
IRF4	European	Black vs. red hair color
SLC45A2	European	Black vs. red hair color
EXOC2	European	Black vs. red hair color
LOC101060363 - LOC105376856	European	Bone mineral density (hip)
"LOC107986528, CCDC170"	European	Bone mineral density (hip)
COLEC10	European	Bone mineral density (hip)
FABP3P2 - LOC105370177	European	Bone mineral density (hip)
BCO2	European	Protein quantitative trait loci
ABCB11	European	Fasting plasma glucose
NUBPL	"African American, European"	Response to iloperidone treatment (QT prolongation)
CERKL	"African American, European"	Response to iloperidone treatment (QT prolongation)
SLCO3A1	"African American, European"	Response to iloperidone treatment (QT prolongation)
CELF4	"African American, European"	Response to iloperidone treatment (QT prolongation)
NRG3	"African American, European"	Response to iloperidone treatment (QT prolongation)
CACNA1C	European	Warfarin maintenance dose
G6PC2	European	Fasting plasma glucose
TPCN2	European	Blond vs. brown hair color
SPATA2	European	Psoriasis
PVT1	Indian	End-stage renal disease
HERC2	European	Black vs. blond hair color
HERC2	European	Black vs. red hair color
LACC1	European	Crohn's disease
LOC285626 - LOC285627	European	Crohn's disease
FGFR1OP	European	Crohn's disease
STAT3	European	Crohn's disease
RN7SKP211 - PRDM1	European	Crohn's disease
CYP2C8	European	Osteonecrosis of the jaw
"LOC101929163, C6orf10"	European	Arthritis (juvenile idiopathic)
"SLC30A8, LOC105375716"	European	Type 2 diabetes
LINC00558 - LINC00458	European	Stroke
ICAM1	European	Soluble ICAM-1
ICAM1	European	Soluble ICAM-1
LOC105372616 - LOC105372617	European	Response to TNF antagonist treatment
LOC107986666	European	Response to TNF antagonist treatment
MOB3B	European	Response to TNF antagonist treatment
LOC105376453 - MIR1254-2	European	Crohn's disease and sarcoidosis (combined)
PTPRD	European	Restless legs syndrome
PTPRD	European	Restless legs syndrome
LOC105372221 - LOC105372224	European	Rheumatoid arthritis
ZNF804A	European	Schizophrenia
LOC105376603 - LOC401677	European	Schizophrenia
SHISA9	European	Schizophrenia
TNFAIP3	European	Systemic lupus erythematosus
WDFY4	European	Systemic lupus erythematosus
LOC105374595 - RPL7P13	European	Systemic lupus erythematosus
LOC105377445 - LOC107986315	European	Systemic lupus erythematosus
LOC100506974	European	Systemic lupus erythematosus
GRM7 - LOC101927394	European	Factor VII
LOC729409 - LYZ; YEATS4 - LOC105369822; YEATS4	"African American, European"	Response to diuretic therapy
IRF4	European	Chronic lymphocytic leukemia
PCAT29 - LOC107984788	European	Chronic lymphocytic leukemia
SP140	European	Chronic lymphocytic leukemia
GRAMD1B	European	Chronic lymphocytic leukemia
ACOXL	European	Chronic lymphocytic leukemia
PRKD2	European	Chronic lymphocytic leukemia
FCER1A	European	IgE levels
"RAD50, LOC101927761"	European	IgE levels
STAT4	European	Systemic lupus erythematosus
BLK	European	Systemic lupus erythematosus
ITGAM	European	Systemic lupus erythematosus
HLA-DQB1 - MTCO3P1	European	Rheumatoid arthritis
CERS6	European	Response to TNF antagonist treatment
CST2 - CST5	European	Response to TNF antagonist treatment
ICAM1	European	Soluble ICAM-1
"AP4B1-AS1, PTPN22"	European	Crohn's disease
ITLN1	European	Crohn's disease
AIMP1P2 - TNFSF18	European	Crohn's disease
MROH3P - KIF21B	European	Crohn's disease
CDKAL1	European	Crohn's disease
C7orf72 - IKZF1	European	Crohn's disease
LOC105375746	European	Crohn's disease
HNRNPA1P41 - JAK2	European	Crohn's disease
LOC105376491 - CUL2	European	Crohn's disease
C11orf30 - LOC101928813	European	Crohn's disease
LOC105369735	European	Crohn's disease
ZPBP2 - GSDMB	European	Crohn's disease
LOC101927745	European	Crohn's disease
LOC105377139 - LOC107983952	European	Crohn's disease
IL23R	European	Crohn's disease
ATG16L1	European	Crohn's disease
MST1	European	Crohn's disease
LOC105374736 - LOC105374737	European	Crohn's disease
C5orf56	European	Crohn's disease
IRGM	European	Crohn's disease
TNFSF15	European	Crohn's disease
LINC01475 - NKX2-3	European	Crohn's disease
NOD2	European	Crohn's disease
LOC100996324 - PTPN2	European	Crohn's disease
ZNF365 - ALDH7A1P4	European	Crohn's disease
STX4	European	Warfarin maintenance dose
CYP2C9	European	Warfarin maintenance dose
PALLD	"African American, European"	Response to iloperidone treatment (QT prolongation)
GCKR	Indian	Waist circumference and related phenotypes
LPL - LOC105379311	Indian	Waist circumference and related phenotypes
HERPUD1 - CETP	Indian	Waist circumference and related phenotypes
CRP - RPL27P2	European	C-reactive protein
APOE	European	C-reactive protein
TOMM40	European	C-reactive protein
CRP - RPL27P2	European	C-reactive protein
NOD2	European	Inflammatory bowel disease
TCF7L2	European	Type 2 diabetes
FHDC1	European	Amyotrophic lateral sclerosis
IL23R	European	Crohn's disease
CASC8	European	Prostate cancer
CASC8	European	Prostate cancer
APOC1 - APOC1P1	European	Alzheimer's disease (late onset)
TCF7L2	European	Type 2 diabetes
"SLC30A8, LOC105375716"	European	Type 2 diabetes
HHEX - EXOC6	European	Type 2 diabetes
"SLC30A8, LOC105375716"	European	Type 2 diabetes
PPARG	European	Type 2 diabetes
HCN1	European	Breast cancer
LINC01104	European	Type 1 diabetes
PHTF1 - RSBN1	European	Type 1 diabetes
"IGF2-AS, INS-IGF2, IGF2"	European	Type 1 diabetes
SLC35F4	European	Bipolar disorder
TDRD9	European	Bipolar disorder
LOC392145 - RPL32P17	European	Crohn's disease
LOC105376364 - LOC105376365	European	Crohn's disease
NOD2	European	Crohn's disease
IL23R	European	Crohn's disease
INPP5D - ATG16L1	European	Crohn's disease
LOC105374736 - LOC105374737	European	Crohn's disease
ZNF365 - ALDH7A1P4	European	Crohn's disease
SLC22A5 - C5orf56	European	Crohn's disease
HLA-DRB1 - LOC107986589	European	Rheumatoid arthritis
PHTF1 - RSBN1	European	Rheumatoid arthritis
HLA-DQB1 - MTCO3P1	European	Rheumatoid arthritis
KIAA1109	European	Type 1 diabetes
CLEC2D	European	Type 1 diabetes
FSTL4	European	Type 1 diabetes
PHTF1 - RSBN1	European	Type 1 diabetes
HLA-DRB1 - LOC107986589	European	Type 1 diabetes
ANXA5 - TMEM155	European	Type 2 diabetes
TCF7L2	European	Type 2 diabetes
"LOC107986589, HLA-DQA1"	European	Celiac disease
TCF7L2	Ashkenazi Jewish	Type 2 diabetes
LOC105373528 - GPR45	Ashkenazi Jewish	Type 2 diabetes
HLA-DQB1 - MTCO3P1	European	Type 1 diabetes
"AP4B1-AS1, PTPN22"	European	Type 1 diabetes
"INS-IGF2, IGF2"	European	Type 1 diabetes
MIA3	European	Coronary heart disease
CDKN2B-AS1 - DMRTA1	European	Coronary heart disease
HLA-DRA - HLA-DRB9	European	Multiple sclerosis
NOD2	European	Crohn's disease
NOD2	Canadian	Crohn's disease
"AP4B1-AS1, PTPN22"	European	Rheumatoid arthritis
HLA-DRB1 - LOC107986589	European	Rheumatoid arthritis
ZC3H12C	European	Exercise treadmill test traits
WRN	European	Exercise treadmill test traits
SLIT2	European	Echocardiographic traits
KCNB2	European	Echocardiographic traits
LOC647132 - BRINP3	European	Echocardiographic traits
LOC107985988	European	Echocardiographic traits
PDE4B	European	Echocardiographic traits
LOC101929321	European	Echocardiographic traits
NNMT - LOC101928940	European	Volumetric brain MRI
LOC105376623 - EHF	European	Volumetric brain MRI
CNTN5	European	Volumetric brain MRI
RNA5SP169 - LOC100996286	European	Volumetric brain MRI
LOC101928354	European	Cognitive test performance
PPP2R2B	European	Cognitive test performance
LOC100287944	European	Cognitive test performance
TENM4	European	Cognitive test performance
PPM1E	European	Cognitive test performance
NCAPD3	European	Cognitive test performance
TARBP1	European	Cognitive test performance
ST13P9 - RNU6-400P	European	Cognitive test performance
DIRAS2 - OR7E109P	European	Cognitive test performance
LOC105373633 - THSD7B	European	Cognitive test performance
MCF2L - F7	European	Factor VII
LOC105371462	European	Hemostatic factors and hematological phenotypes
LOC105369165 - RNU6-997P	European	Hemostatic factors and hematological phenotypes
LOC105369165 - RNU6-997P	European	Hemostatic factors and hematological phenotypes
LOC105375732 - MRPS36P3	European	Hemostatic factors and hematological phenotypes
LOC107986436 - LOC100652833	European	Hemostatic factors and hematological phenotypes
ATP8A2P1 - RN7SL314P	European	Hemostatic factors and hematological phenotypes
LOC642975 - OR9G1	European	Hemostatic factors and hematological phenotypes
LOC105370655 - LOC107987207	European	Hemostatic factors and hematological phenotypes
MIR100HG - RNU4ATAC10P	European	Hemostatic factors and hematological phenotypes
LDHAL6CP - RSL24D1P5	European	Hemostatic factors and hematological phenotypes
MEAF6	European	Hemostatic factors and hematological phenotypes
"LINC01182, LOC101929048"	European	Hemostatic factors and hematological phenotypes
LOC729200 - TAB2	European	Hemostatic factors and hematological phenotypes
TAB2	European	Hemostatic factors and hematological phenotypes
MIR8062 - RN7SL547P	European	Hemostatic factors and hematological phenotypes
MDGA2	European	Hemostatic factors and hematological phenotypes
MGAT4D	European	Select biomarker traits
LOC107987087 - RASEF	European	Select biomarker traits
ACKR1 - MPTX1	European	Select biomarker traits
UNC13C	European	Select biomarker traits
MKI67 - LINC01163	European	Select biomarker traits
LOC105379160	European	Select biomarker traits
LOC105377885	European	Select biomarker traits
AIM1	European	Select biomarker traits
RNA5SP318 - PCDH15	European	Select biomarker traits
LOC107986792	European	Select biomarker traits
RNY3P9 - LINC00598	European	Select biomarker traits
RN7SL618P - ZNF646P1	European	Select biomarker traits
DRD2	European	Select biomarker traits
CADM3	European	Select biomarker traits
LOC105375149	European	Select biomarker traits
"LOC105370526, HIF1A"	European	Select biomarker traits
POLR2A	European	Protein quantitative trait loci
OR10J6P - CRPP1	European	Protein quantitative trait loci
IL1F10	European	Protein quantitative trait loci
LOC105378874 - LOC107985096	European	Protein quantitative trait loci
LINC00624	European	Protein quantitative trait loci
LINC00624	European	Protein quantitative trait loci
WDPCP	European	Protein quantitative trait loci
DYSF - LOC107985896	European	Protein quantitative trait loci
CTNNA2	European	Protein quantitative trait loci
RN7SL251P - RPSAP22	European	Protein quantitative trait loci
RPS29P8 - EPC2	European	Protein quantitative trait loci
RN7SKP61 - MRPS17P3	European	Protein quantitative trait loci
DOCK2	European	Protein quantitative trait loci
LOC105375015	European	Protein quantitative trait loci
KHDRBS2	European	Protein quantitative trait loci
RNU2-8P - SLC25A5P7	European	Protein quantitative trait loci
TARID	European	Protein quantitative trait loci
SASH1	European	Protein quantitative trait loci
RPL9P19 - GAPDHP68	European	Protein quantitative trait loci
"LOC105375904, FLJ39080"	European	Protein quantitative trait loci
FAM49B	European	Protein quantitative trait loci
IL6RP1 - LOC105376142	European	Protein quantitative trait loci
SLC25A6P5 - LOC107987108	European	Protein quantitative trait loci
CACNB2	European	Protein quantitative trait loci
LOC107984222 - MTND5P17	European	Protein quantitative trait loci
KCNQ1	European	Protein quantitative trait loci
DLG2	European	Protein quantitative trait loci
PAFAH1B2	European	Protein quantitative trait loci
"KIRREL3, LOC105369559"	European	Protein quantitative trait loci
EPS8	European	Protein quantitative trait loci
PDZRN4	European	Protein quantitative trait loci
IFT81 - ATP2A2	European	Protein quantitative trait loci
LOC101929974	European	Protein quantitative trait loci
LINC00424 - LOC105370108	European	Protein quantitative trait loci
SACS	European	Protein quantitative trait loci
STARD9	European	Protein quantitative trait loci
DUT	European	Protein quantitative trait loci
BCO1	European	Protein quantitative trait loci
LOC107985080	European	Protein quantitative trait loci
C17orf62 - LOC105371941	European	Protein quantitative trait loci
OSBPL1A	European	Protein quantitative trait loci
LOC105372047 - RNU6-857P	European	Protein quantitative trait loci
ANGPTL6	European	Protein quantitative trait loci
ZPR1	European	LDL cholesterol
GCKR	European	LDL cholesterol
LOC101929011 - BUD13	European	Triglycerides
LPL	European	Triglycerides
SIK3	European	Triglycerides
NOTCH2	European	Type 2 diabetes
DCD - VDAC1P5	European	Type 2 diabetes
LOC107986598	European	Type 2 diabetes
SYN2 - GSTM5P1	European	Type 2 diabetes
IGF2BP2	European	Type 2 diabetes
CDKAL1	European	Type 2 diabetes
CDKN2B-AS1 - DMRTA1	European	Type 2 diabetes
HHEX - EXOC6	European	Type 2 diabetes
KCNJ11	European	Type 2 diabetes
TCF7L2	European	Type 2 diabetes
FTO	European	Type 2 diabetes
SPTBN1	European	Bone mineral density (spine)
"LOC107986528, CCDC170"	European	Bone mineral density (spine)
ESR1	European	Bone mineral density (spine)
ANK3	European	Bipolar disorder
C15orf53 - LOC105370776	European	Bipolar disorder
LMAN2L - CNNM4	European	Bipolar disorder
GARNL3	European	Bipolar disorder
TENM4	European	Bipolar disorder
SYNE1	European	Bipolar disorder
LOC107984773 - LOC107984760	European	Bipolar disorder
CMTM8	European	Bipolar disorder
PRSS3 - UBE2R2	European	Bipolar disorder
ZNF385D	European	Bipolar disorder
NPAS3	European	Bipolar disorder
LOC102724845	European	Bipolar disorder
LOC105376988	European	Bipolar disorder
LINC01307 - LOC105378872	European	Bipolar disorder
SVEP1	European	Bipolar disorder
SIAE	European	Bipolar disorder
LOC101929560 - ARNT2	European	Bipolar disorder
THOC1 - COLEC12	European	Bipolar disorder
LOC100130207	European	Bipolar disorder
ZMIZ1	European	Bipolar disorder
CACNA1C	European	Bipolar disorder
DPP6	Irish	Amyotrophic lateral sclerosis
ZGPAT	European	Inflammatory bowel disease
LOC107985484 - RPL23AP12	European	Inflammatory bowel disease
IL23R	European	Inflammatory bowel disease
NOD2	European	Inflammatory bowel disease
HLA-DRB1 - LOC107986589	European	Inflammatory bowel disease
TNFSF15 - LOC645266	European	Inflammatory bowel disease
"AP4B1-AS1, PTPN22"	European	Type 1 diabetes
IFIH1	European	Type 1 diabetes
CAPSL	European	Type 1 diabetes
IL7R	European	Type 1 diabetes
"FUT2, LOC105447645"	European	Vitamin B12 levels
WHAMMP2 - LOC100996670	European	Black vs. blond hair color
LOC105370627	European	Black vs. blond hair color
OCA2	European	Black vs. blond hair color
WHAMMP2 - LOC100996670	European	Black vs. red hair color
OCA2	European	Black vs. red hair color
CDK10	European	Black vs. red hair color
FTO	European	Body mass index
LOC105375015	European	Psoriasis
HCP5	European	Psoriasis
"CCAT2, CASC8"	European	Colorectal cancer
SMAD7	European	Colorectal cancer
SCG5 - GREM1	European	Colorectal cancer
LOC105375015 - HLA-B	European	Psoriasis
UQCRC2P1	European	Celiac disease
ATXN2	European	Celiac disease
IL2 - IL21	European	Celiac disease
RELN	Ashkenazi Jewish	Schizophrenia
LOC285232 - LINC00506	European	Prostate cancer
NUDT11 - LINC01496	European	Prostate cancer
"CCAT2, CASC8"	European	Prostate cancer
"PCAT2, PRNCR1"	European	Prostate cancer
CASC8 - LOC105375754	European	Prostate cancer
HNF1B	European	Prostate cancer
CASC17	European	Prostate cancer
"CCAT2, CASC8"	European	Prostate cancer
CASC8 - LOC105375754	European	Prostate cancer
HNF1B	European	Prostate cancer
APOC1 - APOC1P1	European	LDL cholesterol
APOB - TDRD15	European	LDL cholesterol
TPI1P2 - CYCSP20	European	Systemic lupus erythematosus
"MSH5-SAPCD1, MSH5"	European	Systemic lupus erythematosus
FTO	European	Obesity (early onset extreme)
APOC1 - APOC1P1	European	Alzheimer's disease
LOC102723649 - LOC442263	European	Rheumatoid arthritis
APOC1 - APOC1P1	European	Triglycerides
APOB	European	Triglycerides
HERPUD1 - CETP	European	Triglycerides
LPL	European	Triglycerides
HERPUD1 - CETP	European	Triglycerides
NTNG2	European	Systemic lupus erythematosus
LOC101926960 - GHR	European	Systemic lupus erythematosus
LOC100421257 - LOC105372188	European	Systemic lupus erythematosus
"NEGR1-IT1, NEGR1"	European	Systemic lupus erythematosus
"LOC107986589, HLA-DQA1"	European	Systemic lupus erythematosus
IRF5 - TNPO3	European	Systemic lupus erythematosus
STAT4	European	Systemic lupus erythematosus
MC1R	European	Blond vs. brown hair color
HERC2	European	Blond vs. brown hair color
KCNJ11	European	Type 2 diabetes
PPARG	European	Type 2 diabetes
CCDC170	European	Bone mineral density (hip)
TNFRSF11A - RPL17P44	European	Bone mineral density (hip)
NOD2	European	Crohn's disease
LDLR	European	LDL cholesterol
BSND - PCSK9	European	LDL cholesterol
APOC1 - APOC1P1	European	LDL cholesterol
APOB - TDRD15	European	LDL cholesterol
CILP2 - PBX4	European	LDL cholesterol
LOC101928635	European	Triglycerides
ZPR1	European	Triglycerides
LPL - LOC105379311	European	Triglycerides
GALNT2	European	Triglycerides
SLCO1B1	European	Response to statin therapy
LOC107985518 - LOC107985519	European	Response to TNF antagonist treatment
LOC107986272 - SEC63P2	European	Response to TNF antagonist treatment
PON1	European	Response to TNF antagonist treatment
"LIPC, LOC101928694"	European	Amyotrophic lateral sclerosis
LOC105373451 - LOC105373454	European	Amyotrophic lateral sclerosis
LOC105374736 - LOC105374737	European	Crohn's disease
NELL1	European	Crohn's disease
CELSR2 - PSRC1	European	Coronary heart disease
LINC00841 - CXCL12	European	Coronary heart disease
SMAD3	European	Coronary heart disease
HYKK	European	Lung cancer
CASC11	European	Urinary bladder cancer
TP63 - P3H2	European	Urinary bladder cancer
MMEL1	European	Rheumatoid arthritis
CDK6	European	Rheumatoid arthritis
CCL21 - FAM205A	European	Rheumatoid arthritis
KIF5A	European	Rheumatoid arthritis
CD40	European	Rheumatoid arthritis
LOC399716	European	Rheumatoid arthritis
PHTF1 - RSBN1	European	Rheumatoid arthritis
HLA-DQB1 - MTCO3P1	European	Rheumatoid arthritis
LOC102723649 - LOC442263	European	Rheumatoid arthritis
AGBL1	European	Schizophrenia
LOC100131939 - PTGS2	European	Schizophrenia
DRAXIN - AGTRAP	European	Schizophrenia
RNU6-63P - LNX2	European	Schizophrenia
ACSM1	European	Schizophrenia
LOC100129661 - RPL7L1P11	European	Schizophrenia
CHKB-CPT1B	Japanese	Narcolepsy
PLCL1	European	Hip bone size
SLC2A9	Amish	Uric acid levels
LOC107984827 - GLG1	European	Breast cancer
MDGA2	European	Neuroticism
NXPH1	European	Neuroticism
LOC401478	European	Neuroticism
LOC105370338 - LOC105370339	Amish	Uric acid levels
GAD1 - GORASP2	Amish	Uric acid levels
LINC00284 - LOC105370183	Amish	Uric acid levels
METTL6	Amish	Uric acid levels
LINC01428	Amish	Uric acid levels
ARHGAP26	Amish	Uric acid levels
LPAR3	European	Type 1 diabetes
BACH2	European	Type 1 diabetes
GLIS3	European	Type 1 diabetes
RASGRP1	European	Type 1 diabetes
UBASH3A	European	Type 1 diabetes
LOC284930 - LOC107985536	European	Attention deficit hyperactivity disorder
